file,flake8_issues,bandit_issues,top_flake8_codes,top_bandit_codes
".\venv\Lib\site-packages\django\db\backends\sqlite3\_functions.py",0,2,"","B324:2"
".\venv\Lib\site-packages\django\db\backends\sqlite3\base.py",0,1,"","B608:1"
".\venv\Lib\site-packages\django\db\backends\sqlite3\introspection.py",0,1,"","B105:1"
".\venv\Lib\site-packages\django\db\backends\sqlite3\operations.py",0,1,"","B608:1"
".\venv\Lib\site-packages\django\db\backends\sqlite3\schema.py",0,2,"","B608:2"
".\venv\Lib\site-packages\django\db\migrations\autodetector.py",0,2,"","B101:2"
".\venv\Lib\site-packages\django\db\migrations\graph.py",0,1,"","B101:1"
".\venv\Lib\site-packages\django\db\migrations\questioner.py",0,1,"","B307:1"
".\venv\Lib\site-packages\django\db\migrations\state.py",0,2,"","B101:2"
".\venv\Lib\site-packages\django\db\models\base.py",0,2,"","B101:2"
".\venv\Lib\site-packages\django\db\models\expressions.py",0,2,"","B101:2"
".\venv\Lib\site-packages\django\db\models\fields\__init__.py",0,1,"","B101:1"
".\venv\Lib\site-packages\django\db\models\fields\related.py",0,2,"","B101:2"
".\venv\Lib\site-packages\django\db\models\fields\related_descriptors.py",0,1,"","B610:1"
".\venv\Lib\site-packages\django\db\models\functions\datetime.py",0,1,"","B101:1"
".\venv\Lib\site-packages\django\db\models\functions\text.py",0,1,"","B608:1"
".\venv\Lib\site-packages\django\db\models\query.py",0,1,"","B101:1"
".\venv\Lib\site-packages\django\db\models\sql\compiler.py",0,12,"","B611:5;B608:5;B101:2"
".\venv\Lib\site-packages\django\db\models\sql\query.py",0,3,"","B101:2;B611:1"
".\venv\Lib\site-packages\django\db\models\sql\where.py",0,1,"","B101:1"
".\venv\Lib\site-packages\django\db\models\utils.py",0,1,"","B101:1"
".\venv\Lib\site-packages\django\forms\utils.py",0,2,"","B703:1;B308:1"
".\venv\Lib\site-packages\django\forms\widgets.py",0,4,"","B703:2;B308:2"
".\venv\Lib\site-packages\django\http\multipartparser.py",0,1,"","B101:1"
".\venv\Lib\site-packages\django\http\response.py",0,2,"","B110:2"
".\venv\Lib\site-packages\django\middleware\csrf.py",0,6,"","B105:5;B101:1"
".\venv\Lib\site-packages\django\template\base.py",0,10,"","B703:5;B308:4;B101:1"
".\venv\Lib\site-packages\django\template\defaultfilters.py",0,27,"","B703:13;B308:13;B311:1"
".\venv\Lib\site-packages\django\template\defaulttags.py",0,5,"","B703:2;B308:2;B105:1"
".\venv\Lib\site-packages\django\template\loader_tags.py",0,2,"","B703:1;B308:1"
".\venv\Lib\site-packages\django\template\loaders\cached.py",0,1,"","B324:1"
".\venv\Lib\site-packages\django\template\smartif.py",0,4,"","B105:4"
".\venv\Lib\site-packages\django\templatetags\i18n.py",0,3,"","B703:2;B308:1"
".\venv\Lib\site-packages\django\test\client.py",0,2,"","B101:2"
".\venv\Lib\site-packages\django\test\runner.py",0,4,"","B403:1;B301:1;B311:1"
".\venv\Lib\site-packages\django\test\selenium.py",0,1,"","B104:1"
".\venv\Lib\site-packages\django\test\testcases.py",0,2,"","B403:1;B301:1"
".\venv\Lib\site-packages\django\test\utils.py",0,5,"","B101:2;B318:2;B408:1"
".\venv\Lib\site-packages\django\urls\resolvers.py",0,1,"","B403:1"
".\venv\Lib\site-packages\django\utils\autoreload.py",0,3,"","B404:1;B603:1;B110:1"
".\venv\Lib\site-packages\django\utils\html.py",0,19,"","B703:10;B308:9"
".\venv\Lib\site-packages\django\utils\http.py",0,1,"","B110:1"
".\venv\Lib\site-packages\django\utils\lorem_ipsum.py",0,6,"","B311:6"
".\venv\Lib\site-packages\django\utils\numberformat.py",0,4,"","B703:2;B308:2"
".\venv\Lib\site-packages\django\utils\regex_helper.py",0,1,"","B101:1"
".\venv\Lib\site-packages\django\utils\translation\trans_real.py",0,4,"","B703:2;B308:2"
".\venv\Lib\site-packages\django\utils\version.py",0,5,"","B101:2;B404:1;B607:1"
".\venv\Lib\site-packages\django\utils\xmlutils.py",0,1,"","B406:1"
".\venv\Lib\site-packages\flake8\api\legacy.py",0,4,"","B101:4"
".\venv\Lib\site-packages\flake8\checker.py",0,7,"","B101:7"
".\venv\Lib\site-packages\flake8\main\application.py",0,18,"","B101:18"
".\venv\Lib\site-packages\flake8\options\aggregator.py",0,1,"","B101:1"
".\venv\Lib\site-packages\flake8\options\config.py",0,1,"","B101:1"
".\venv\Lib\site-packages\flake8\options\manager.py",0,1,"","B101:1"
".\venv\Lib\site-packages\flake8\utils.py",0,2,"","B101:2"
".\venv\Lib\site-packages\markdown_it\ruler.py",0,1,"","B101:1"
".\venv\Lib\site-packages\markdown_it\rules_core\linkify.py",0,2,"","B101:2"
".\venv\Lib\site-packages\markdown_it\rules_core\smartquotes.py",0,1,"","B101:1"
".\venv\Lib\site-packages\markdown_it\tree.py",0,2,"","B101:2"
".\venv\Lib\site-packages\pip\__pip-runner__.py",0,2,"","B101:2"
".\venv\Lib\site-packages\pip\_internal\build_env.py",0,1,"","B101:1"
".\venv\Lib\site-packages\pip\_internal\cache.py",0,2,"","B101:2"
".\venv\Lib\site-packages\pip\_internal\cli\base_command.py",0,2,"","B101:2"
".\venv\Lib\site-packages\pip\_internal\cli\command_context.py",0,2,"","B101:2"
".\venv\Lib\site-packages\pip\_internal\cli\index_command.py",0,3,"","B101:3"
".\venv\Lib\site-packages\pip\_internal\cli\main_parser.py",0,2,"","B404:1;B603:1"
".\venv\Lib\site-packages\pip\_internal\cli\parser.py",0,7,"","B101:7"
".\venv\Lib\site-packages\pip\_internal\cli\progress_bars.py",0,1,"","B101:1"
".\venv\Lib\site-packages\pip\_internal\cli\req_command.py",0,2,"","B101:2"
".\venv\Lib\site-packages\pip\_internal\cli\spinners.py",0,2,"","B101:2"
".\venv\Lib\site-packages\pip\_internal\commands\completion.py",0,1,"","B604:1"
".\venv\Lib\site-packages\pip\_internal\commands\configuration.py",0,2,"","B404:1;B602:1"
".\venv\Lib\site-packages\pip\_internal\commands\debug.py",0,1,"","B101:1"
".\venv\Lib\site-packages\pip\_internal\commands\download.py",0,1,"","B101:1"
".\venv\Lib\site-packages\pip\_internal\commands\install.py",0,3,"","B101:3"
".\venv\Lib\site-packages\pip\_internal\commands\search.py",0,2,"","B411:1;B101:1"
".\venv\Lib\site-packages\pip\_internal\commands\wheel.py",0,2,"","B101:2"
".\venv\Lib\site-packages\pip\_internal\configuration.py",0,4,"","B101:4"
".\venv\Lib\site-packages\pip\_internal\distributions\installed.py",0,1,"","B101:1"
".\venv\Lib\site-packages\pip\_internal\distributions\sdist.py",0,5,"","B101:5"
".\venv\Lib\site-packages\pip\_internal\distributions\wheel.py",0,2,"","B101:2"
".\venv\Lib\site-packages\pip\_internal\exceptions.py",0,4,"","B101:4"
".\venv\Lib\site-packages\pip\_internal\index\collector.py",0,1,"","B101:1"
".\venv\Lib\site-packages\pip\_internal\index\package_finder.py",0,6,"","B101:6"
".\venv\Lib\site-packages\pip\_internal\locations\_distutils.py",0,3,"","B101:3"
".\venv\Lib\site-packages\pip\_internal\metadata\pkg_resources.py",0,1,"","B101:1"
".\venv\Lib\site-packages\pip\_internal\models\direct_url.py",0,2,"","B101:1;B105:1"
".\venv\Lib\site-packages\pip\_internal\models\installation_report.py",0,1,"","B101:1"
".\venv\Lib\site-packages\pip\_internal\models\link.py",0,3,"","B101:3"
".\venv\Lib\site-packages\pip\_internal\models\pylock.py",0,1,"","B101:1"
".\venv\Lib\site-packages\pip\_internal\network\auth.py",0,5,"","B603:2;B101:2;B404:1"
".\venv\Lib\site-packages\pip\_internal\network\cache.py",0,1,"","B101:1"
".\venv\Lib\site-packages\pip\_internal\network\download.py",0,4,"","B101:4"
".\venv\Lib\site-packages\pip\_internal\network\lazy_wheel.py",0,1,"","B101:1"
".\venv\Lib\site-packages\pip\_internal\network\session.py",0,4,"","B404:1;B607:1;B603:1"
".\venv\Lib\site-packages\pip\_internal\network\xmlrpc.py",0,4,"","B411:2;B101:2"
".\venv\Lib\site-packages\pip\_internal\operations\build\build_tracker.py",0,2,"","B101:2"
".\venv\Lib\site-packages\pip\_internal\operations\build\metadata_editable.py",0,1,"","B101:1"
".\venv\Lib\site-packages\pip\_internal\operations\build\wheel.py",0,1,"","B101:1"
".\venv\Lib\site-packages\pip\_internal\operations\build\wheel_editable.py",0,1,"","B101:1"
".\venv\Lib\site-packages\pip\_internal\operations\freeze.py",0,1,"","B101:1"
".\venv\Lib\site-packages\pip\_internal\operations\install\wheel.py",0,2,"","B101:2"
".\venv\Lib\site-packages\pip\_internal\operations\prepare.py",0,17,"","B101:17"
".\venv\Lib\site-packages\pip\_internal\req\__init__.py",0,2,"","B101:2"
".\venv\Lib\site-packages\pip\_internal\req\constructors.py",0,2,"","B101:2"
".\venv\Lib\site-packages\pip\_internal\req\req_file.py",0,3,"","B101:3"
".\venv\Lib\site-packages\pip\_internal\req\req_install.py",0,32,"","B101:32"
".\venv\Lib\site-packages\pip\_internal\req\req_set.py",0,2,"","B101:2"
".\venv\Lib\site-packages\pip\_internal\req\req_uninstall.py",0,2,"","B101:2"
".\venv\Lib\site-packages\pip\_internal\resolution\legacy\resolver.py",0,8,"","B101:8"
".\venv\Lib\site-packages\pip\_internal\resolution\resolvelib\candidates.py",0,7,"","B101:7"
".\venv\Lib\site-packages\pip\_internal\resolution\resolvelib\factory.py",0,6,"","B101:6"
".\venv\Lib\site-packages\pip\_internal\resolution\resolvelib\requirements.py",0,6,"","B101:6"
".\venv\Lib\site-packages\pip\_internal\resolution\resolvelib\resolver.py",0,3,"","B101:3"
".\venv\Lib\site-packages\pip\_internal\utils\direct_url_helpers.py",0,4,"","B101:4"
".\venv\Lib\site-packages\pip\_internal\utils\filesystem.py",0,2,"","B101:1;B311:1"
".\venv\Lib\site-packages\pip\_internal\utils\logging.py",0,4,"","B101:4"
".\venv\Lib\site-packages\pip\_internal\utils\misc.py",0,2,"","B105:2"
".\venv\Lib\site-packages\pip\_internal\utils\subprocess.py",0,6,"","B101:4;B404:1;B603:1"
".\venv\Lib\site-packages\pip\_internal\utils\temp_dir.py",0,2,"","B101:2"
".\venv\Lib\site-packages\pip\_internal\utils\unpacking.py",0,2,"","B202:1;B101:1"
".\venv\Lib\site-packages\pip\_internal\utils\urls.py",0,1,"","B101:1"
".\venv\Lib\site-packages\pip\_internal\vcs\git.py",0,2,"","B101:2"
".\venv\Lib\site-packages\pip\_internal\vcs\subversion.py",0,2,"","B101:2"
".\venv\Lib\site-packages\pip\_internal\wheel_builder.py",0,10,"","B101:10"
".\venv\Lib\site-packages\pip\_vendor\cachecontrol\adapter.py",0,1,"","B101:1"
".\venv\Lib\site-packages\pip\_vendor\cachecontrol\controller.py",0,8,"","B101:8"
".\venv\Lib\site-packages\pip\_vendor\cachecontrol\heuristics.py",0,1,"","B101:1"
".\venv\Lib\site-packages\pip\_vendor\dependency_groups\_pip_wrapper.py",0,2,"","B404:1;B603:1"
".\venv\Lib\site-packages\pip\_vendor\distlib\compat.py",0,3,"","B411:2;B101:1"
".\venv\Lib\site-packages\pip\_vendor\distlib\scripts.py",0,1,"","B110:1"
".\venv\Lib\site-packages\pip\_vendor\distlib\util.py",0,18,"","B101:15;B404:1;B202:1"
".\venv\Lib\site-packages\pip\_vendor\distro\distro.py",0,6,"","B603:3;B404:1;B101:1"
".\venv\Lib\site-packages\pip\_vendor\msgpack\fallback.py",0,5,"","B101:5"
".\venv\Lib\site-packages\pip\_vendor\packaging\_manylinux.py",0,1,"","B101:1"
".\venv\Lib\site-packages\pip\_vendor\packaging\_musllinux.py",0,3,"","B404:1;B603:1;B101:1"
".\venv\Lib\site-packages\pip\_vendor\packaging\_tokenizer.py",0,3,"","B101:3"
".\venv\Lib\site-packages\pip\_vendor\packaging\licenses\__init__.py",0,3,"","B105:2;B307:1"
".\venv\Lib\site-packages\pip\_vendor\packaging\markers.py",0,5,"","B101:5"
".\venv\Lib\site-packages\pip\_vendor\packaging\metadata.py",0,3,"","B101:3"
".\venv\Lib\site-packages\pip\_vendor\packaging\tags.py",0,2,"","B404:1;B603:1"
".\venv\Lib\site-packages\pip\_vendor\packaging\version.py",0,1,"","B101:1"
".\venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py",0,2,"","B102:2"
".\venv\Lib\site-packages\pip\_vendor\platformdirs\unix.py",0,1,"","B108:1"
".\venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py",0,1,"","B102:1"
".\venv\Lib\site-packages\pip\_vendor\pygments\lexer.py",0,11,"","B101:11"
".\venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py",0,1,"","B102:1"
".\venv\Lib\site-packages\pip\_vendor\pygments\style.py",0,1,"","B101:1"
".\venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py",0,3,"","B603:2;B404:1"
".\venv\Lib\site-packages\pip\_vendor\requests\__init__.py",0,5,"","B101:5"
".\venv\Lib\site-packages\pip\_vendor\requests\_internal_utils.py",0,1,"","B101:1"
".\venv\Lib\site-packages\pip\_vendor\requests\auth.py",0,3,"","B324:3"
".\venv\Lib\site-packages\pip\_vendor\resolvelib\resolvers\resolution.py",0,1,"","B101:1"
".\venv\Lib\site-packages\pip\_vendor\rich\_emoji_codes.py",0,2,"","B105:2"
".\venv\Lib\site-packages\pip\_vendor\rich\_pick.py",0,1,"","B101:1"
".\venv\Lib\site-packages\pip\_vendor\rich\_ratio.py",0,1,"","B101:1"
".\venv\Lib\site-packages\pip\_vendor\rich\_win32_console.py",0,3,"","B101:3"
".\venv\Lib\site-packages\pip\_vendor\rich\color.py",0,15,"","B101:15"
".\venv\Lib\site-packages\pip\_vendor\rich\console.py",0,4,"","B101:4"
".\venv\Lib\site-packages\pip\_vendor\rich\live.py",0,3,"","B311:2;B101:1"
".\venv\Lib\site-packages\pip\_vendor\rich\logging.py",0,2,"","B101:2"
".\venv\Lib\site-packages\pip\_vendor\rich\pretty.py",0,6,"","B101:5;B110:1"
".\venv\Lib\site-packages\pip\_vendor\rich\progress.py",0,2,"","B101:1;B311:1"
".\venv\Lib\site-packages\pip\_vendor\rich\prompt.py",0,1,"","B101:1"
".\venv\Lib\site-packages\pip\_vendor\rich\segment.py",0,1,"","B101:1"
".\venv\Lib\site-packages\pip\_vendor\rich\style.py",0,7,"","B311:5;B403:1;B301:1"
".\venv\Lib\site-packages\pip\_vendor\rich\syntax.py",0,1,"","B101:1"
".\venv\Lib\site-packages\pip\_vendor\rich\text.py",0,4,"","B101:4"
".\venv\Lib\site-packages\pip\_vendor\rich\traceback.py",0,2,"","B101:2"
".\venv\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py",0,5,"","B101:5"
".\venv\Lib\site-packages\pip\_vendor\urllib3\packages\backports\makefile.py",0,2,"","B101:2"
".\venv\Lib\site-packages\pip\_vendor\urllib3\packages\backports\weakref_finalize.py",0,1,"","B101:1"
".\venv\Lib\site-packages\pip\_vendor\urllib3\packages\six.py",0,1,"","B102:1"
".\venv\Lib\site-packages\pip\_vendor\urllib3\response.py",0,1,"","B101:1"
".\venv\Lib\site-packages\pip\_vendor\urllib3\util\connection.py",0,1,"","B110:1"
".\venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_.py",0,1,"","B504:1"
".\venv\Lib\site-packages\pip\_vendor\urllib3\util\ssltransport.py",0,2,"","B101:2"
".\venv\Lib\site-packages\pycodestyle.py",0,3,"","B101:2;B107:1"
".\venv\Lib\site-packages\pyflakes\checker.py",0,5,"","B101:5"
".\venv\Lib\site-packages\pyflakes\test\test_api.py",0,5,"","B603:2;B404:1;B101:1"
".\venv\Lib\site-packages\pyflakes\test\test_imports.py",0,53,"","B101:53"
".\venv\Lib\site-packages\pygments\cmdline.py",0,1,"","B110:1"
".\venv\Lib\site-packages\pygments\formatters\__init__.py",0,1,"","B102:1"
".\venv\Lib\site-packages\pygments\formatters\img.py",0,3,"","B404:1;B607:1;B603:1"
".\venv\Lib\site-packages\pygments\lexer.py",0,11,"","B101:11"
".\venv\Lib\site-packages\pygments\lexers\__init__.py",0,1,"","B102:1"
".\venv\Lib\site-packages\pygments\lexers\_lua_builtins.py",0,2,"","B310:2"
".\venv\Lib\site-packages\pygments\lexers\_mysql_builtins.py",0,2,"","B310:2"
".\venv\Lib\site-packages\pygments\lexers\_php_builtins.py",0,2,"","B310:1;B202:1"
".\venv\Lib\site-packages\pygments\lexers\_postgres_builtins.py",0,2,"","B310:2"
".\venv\Lib\site-packages\pygments\lexers\_scilab_builtins.py",0,3,"","B404:1;B607:1;B603:1"
".\venv\Lib\site-packages\pygments\lexers\int_fiction.py",0,1,"","B105:1"
".\venv\Lib\site-packages\pygments\lexers\jsonnet.py",0,1,"","B105:1"
".\venv\Lib\site-packages\pygments\lexers\lilypond.py",0,1,"","B101:1"
".\venv\Lib\site-packages\pygments\lexers\lisp.py",0,2,"","B105:2"
".\venv\Lib\site-packages\pygments\lexers\parsers.py",0,1,"","B105:1"
".\venv\Lib\site-packages\pygments\lexers\scripting.py",0,2,"","B101:2"
".\venv\Lib\site-packages\pygments\lexers\sql.py",0,1,"","B101:1"
".\venv\Lib\site-packages\pygments\style.py",0,1,"","B101:1"
".\venv\Lib\site-packages\rich\_emoji_codes.py",0,2,"","B105:2"
".\venv\Lib\site-packages\rich\_pick.py",0,1,"","B101:1"
".\venv\Lib\site-packages\rich\_ratio.py",0,1,"","B101:1"
".\venv\Lib\site-packages\rich\_unicode_data\__init__.py",0,1,"","B101:1"
".\venv\Lib\site-packages\rich\_win32_console.py",0,3,"","B101:3"
".\venv\Lib\site-packages\rich\color.py",0,15,"","B101:15"
".\venv\Lib\site-packages\rich\console.py",0,4,"","B101:4"
".\venv\Lib\site-packages\rich\live.py",0,3,"","B311:2;B101:1"
".\venv\Lib\site-packages\rich\logging.py",0,2,"","B101:2"
".\venv\Lib\site-packages\rich\markdown.py",0,6,"","B101:6"
".\venv\Lib\site-packages\rich\pretty.py",0,6,"","B101:5;B110:1"
".\venv\Lib\site-packages\rich\progress.py",0,2,"","B101:1;B311:1"
".\venv\Lib\site-packages\rich\prompt.py",0,1,"","B101:1"
".\venv\Lib\site-packages\rich\segment.py",0,1,"","B101:1"
".\venv\Lib\site-packages\rich\style.py",0,7,"","B311:5;B403:1;B301:1"
".\venv\Lib\site-packages\rich\syntax.py",0,1,"","B101:1"
".\venv\Lib\site-packages\rich\text.py",0,4,"","B101:4"
".\venv\Lib\site-packages\rich\traceback.py",0,2,"","B101:2"
".\venv\Lib\site-packages\ruff\__main__.py",0,3,"","B404:1;B603:1;B606:1"
".\venv\Lib\site-packages\sqlparse\sql.py",0,1,"","B101:1"
".\venv\Lib\site-packages\stevedore\_cache.py",0,1,"","B108:1"
".\venv\Lib\site-packages\stevedore\example\load_as_driver.py",0,1,"","B101:1"
".\venv\Lib\site-packages\stevedore\example\load_as_extension.py",0,1,"","B101:1"
".\venv\Lib\site-packages\stevedore\tests\test_cache.py",0,1,"","B108:1"
".\venv\Lib\site-packages\stevedore\tests\test_extension.py",0,3,"","B101:3"
".\venv\Lib\site-packages\stevedore\tests\test_hook.py",0,1,"","B101:1"
".\venv\Lib\site-packages\stevedore\tests\test_test_manager.py",0,1,"","B101:1"
".\venv\Lib\site-packages\test_autoflake.py",0,57,"","B101:41;B603:13;B105:2"
".\venv\Lib\site-packages\yaml\parser.py",0,2,"","B101:2"
".\workshop\settings.py",0,1,"","B105:1"
".\zip_project_for_server.py",0,2,"","B605:1;B607:1"
